Order_ID,Product,Category,Salesperson,Region,Units_Sold,Unit_Price,Total_Sales,Order_Date,Customer_ID
1164,Laptop,Electronics,Mrs. Heather Kim DVM,South,11,1675.96,18435.56,2024-08-13,66ab2489-798b-423f-9628-225606feecdf
1165,Camera,Electronics,Jeffrey Davis,North,5,988.92,4944.6,2023-06-11,f7eb0a58-fed8-4e1a-884a-bd5da1966bd3
1166,Camera,Electronics,David Thornton,East,15,1578.78,23681.7,2024-05-28,4cb25212-1f9f-4101-99a2-9b1b8585458b
1167,Printer,Electronics,Ashley Thomas,North,17,633.72,10773.24,2024-08-01,2bf29936-b4d6-4e8f-b049-cabb8c1edd60
1168,Mouse,Accessories,Jennifer Wilson,North,7,1175.93,8231.51,2023-05-18,52e3a247-18ec-4c45-8602-c5a7a07ef181
1169,Mouse,Accessories,Adrian Allen,North,5,596.9,2984.5,2024-07-30,7e668d32-ab2c-4d17-938f-47fee3f13c30
1170,Laptop,Electronics,Lisa Kirk,West,18,1692.69,30468.42,2025-03-21,23c4889a-e050-4e10-a956-49a9e9b80be6
1171,Printer,Electronics,Mrs. Heather Kim DVM,North,10,1425.27,14252.7,2023-07-18,103868bc-a6fc-4a5d-946e-6baddea51d95
1172,Mouse,Accessories,Kathryn Clark,North,9,857.05,7713.45,2024-07-12,09436236-8891-467c-ba9b-eb2ab148ecb1
1173,Camera,Electronics,Marc Downs,East,15,1667.44,25011.6,2025-03-21,a0f508d4-1aa2-465a-b7d1-7325996607f8
1174,Keyboard,Accessories,Mary Coleman,East,6,268.85,1613.1,2024-01-31,1d356cf4-a875-443d-b08e-821d33f70bad
1175,Laptop,Electronics,Amber Nixon,South,3,915.36,2746.08,2023-06-27,d10dd8a2-f1fe-4d06-bf10-26208cef48d1
1176,Laptop,Electronics,Jeffrey Davis,South,7,713.23,4992.61,2023-09-10,f9124441-0e69-4c89-a01b-b4c50f34394a
1177,Camera,Electronics,Seth Howell,East,11,329.43,3623.73,2023-07-23,6dc6c672-2b44-4893-abc3-3ae4ca52bd11
1178,Smartphone,Electronics,Ryan Hodge,South,7,1462.91,10240.37,2025-04-20,90fdec27-5793-4876-8cb2-c5c15040deb1
1179,Camera,Electronics,Jeremy Clements,North,1,656.41,656.41,2025-02-16,29df875f-61ba-46ed-9356-a7af3553e854
1180,Laptop,Electronics,Anthony Stevens,North,11,960.41,10564.51,2024-10-23,753fd62a-a658-4b8d-9d41-0d12ae79dcf5
1181,Laptop,Electronics,Angela Gutierrez,East,1,1176.24,1176.24,2023-12-08,98059921-517f-4f15-a7d0-0ce384df05fa
1182,Keyboard,Accessories,Dr. Tracy Ritter,South,11,441.08,4851.88,2024-12-10,24d68f95-aa72-47a7-905c-e60cc004ff9e
1183,Keyboard,Accessories,Benjamin Heath,East,15,1358.69,20380.35,2023-12-04,f13370c1-ab34-4b65-9ecd-33ef0af24ac9
1184,Keyboard,Accessories,Michael Morales,South,9,273.2,2458.8,2024-04-27,2e138e82-0ba3-4c38-95f4-0659a0214f7b
1185,Tablet,Electronics,Taylor Hill,North,7,1107.93,7755.51,2024-05-04,d2e0856b-df6a-4abd-919c-8d75c377a8bc
1186,Tablet,Electronics,Cindy Jordan,East,5,1889.39,9446.95,2023-05-10,c92eca4d-265b-444c-b4bb-4cd272f176c7
1187,Keyboard,Accessories,John Ball,South,6,188.92,1133.52,2023-06-18,b43ab5f0-43f6-49b0-8f4a-be8536763525
1188,Mouse,Accessories,David Thornton,West,2,303.64,607.28,2025-03-16,aa20fdf7-c05b-4175-ad15-abbd19ae037e
1189,Camera,Electronics,Anthony Stevens,North,4,798.02,3192.08,2023-08-25,033487fa-d6cb-4b29-a31d-f71e34b79a0e
1190,Smartphone,Electronics,Elizabeth Hill,West,6,1424.12,8544.72,2024-12-07,8e8fec46-79d7-41ba-8464-55bf10d07641
1191,Camera,Electronics,Jack Perry,East,10,698.05,6980.5,2024-11-28,c8f050e8-45eb-4578-84d8-9a1b056b110e
1192,Monitor,Electronics,Kathryn Clark,North,15,1157.19,17357.85,2023-05-05,feed83a3-0580-4a17-b270-0c31561a0783
1193,Smartphone,Electronics,James Noble,West,4,938.39,3753.56,2024-05-11,530aa51c-5963-4cfb-86d1-b3d1268122dc
1194,Camera,Electronics,Jeffrey Davis,South,8,330.26,2642.08,2025-03-03,4c8d39a9-229b-43c1-853d-991a7a3c0abb
1195,Keyboard,Accessories,Anna White MD,West,6,1414.25,8485.5,2023-09-14,78ca675c-eaac-4627-be81-1c6d87132dba
1196,Mouse,Accessories,Cindy Jordan,West,16,109.02,1744.32,2023-11-17,4cb175b1-bb00-4a57-b06d-96a4912b7842
1197,Camera,Electronics,Samantha Smith,East,16,949.42,15190.72,2024-05-07,6363c5e5-7e69-478e-901e-7cf66b24798c
1198,Headphones,Accessories,Margaret Wilson,East,20,1170.62,23412.4,2024-03-12,213135a4-d5b6-4ce0-9af4-720c2089c9fa
1199,Tablet,Electronics,Angela Gutierrez,West,4,685.45,2741.8,2024-01-10,0578927b-cb5e-40bd-a482-6625446ab633
1200,Smartphone,Electronics,Amanda Alvarez,West,13,1201.55,15620.15,2025-01-07,f13415c3-472a-4114-a830-b03328a6e194
1201,Monitor,Electronics,Jack Perry,South,18,360.09,6481.62,2025-04-27,2e3a5599-e8c9-40ee-9908-9b9f3e19c56a
1202,Camera,Electronics,Jeremy Clements,North,11,456.06,5016.66,2023-10-10,44476b29-b9f2-410a-baa1-3ea31702fee2
1203,Printer,Electronics,Elizabeth Hill,East,18,1403.56,25264.08,2025-04-27,5b341685-1c98-4cca-bbce-64a49544b910
1204,Headphones,Accessories,Antonio Ellis,North,19,1681.66,31951.54,2023-10-17,93650298-cd20-4624-a2eb-f7bc6b3b6a78
1205,Smartphone,Electronics,John Lamb,West,11,1132.42,12456.62,2024-02-01,fb9c044b-5285-4e64-98e5-96eef7792e04
1206,Camera,Electronics,Mrs. Heather Kim DVM,East,13,185.73,2414.49,2023-07-18,41105e9e-13b8-47d1-b9ae-afb4b8af84a2
1207,Smartphone,Electronics,Anthony Stevens,West,11,1013.88,11152.68,2023-08-16,9a42d5c5-f11d-48cf-9e5e-457b2fe0fc20
1208,Laptop,Electronics,Ryan Hill,South,5,1780.16,8900.8,2025-04-21,f34e7a36-5aef-4d96-9c08-5bad947764ce
1209,Laptop,Electronics,Jeffrey Bailey,South,5,933.3,4666.5,2023-07-19,53afa52d-673e-4b76-bacd-0d4e088d9518
1210,Keyboard,Accessories,Jeremy Clements,West,7,451.04,3157.28,2023-06-13,3593c55e-f44e-41de-86b7-3c53b1411db5
1211,Mouse,Accessories,Amanda Alvarez,East,14,1449.69,20295.66,2024-04-10,e97f2dc6-fab6-4790-9cbc-17a324f206e4
1212,Mouse,Accessories,Ryan Hill,North,20,1973.52,39470.4,2024-01-09,2261cc57-f8f5-464f-841f-4aebb16ed066
1213,Printer,Electronics,Amanda Mueller,East,2,769.98,1539.96,2023-08-26,9c6f866d-c22d-4f53-99f8-99e71812d107
1214,Tablet,Electronics,Nathaniel Crosby,North,18,1650.47,29708.46,2023-11-22,08b64538-fc21-4351-8665-0db67efe64f1
1215,Mouse,Accessories,Samantha Smith,East,1,508.72,508.72,2025-04-21,6dcedad4-d0ff-4d5b-873a-8390b761f7b9
1216,Printer,Electronics,Dr. Tracy Ritter,East,13,841.76,10942.88,2024-05-26,c4432556-6ad3-48a0-971d-efb86356fd4c
1217,Printer,Electronics,David Thornton,South,6,976.0,5856.0,2023-10-04,a4393fff-01a2-4078-b688-fb8849b0f7cc
1218,Monitor,Electronics,Jennifer Wilson,West,12,1687.93,20255.16,2025-03-05,e960901a-3663-497f-9cb1-1318a770aaa1
1219,Headphones,Accessories,Margaret Wilson,South,5,72.63,363.15,2023-09-12,382cc467-e96e-4671-9ab7-990ebf4a0341
1220,Laptop,Electronics,Michael Morales,West,14,1951.2,27316.8,2025-02-06,71b31c93-0fbc-4e8f-b970-a8b74ef513ef
1221,Headphones,Accessories,Ryan Hill,South,14,1727.3,24182.2,2024-02-28,c4ec2bc6-c206-4992-843f-036ede6cc0f0
1222,Printer,Electronics,Jack Perry,South,15,1043.36,15650.4,2023-12-31,83b159d7-6ac5-4156-a37d-a2e9116f67fd
1223,Tablet,Electronics,Anna Robertson,West,12,490.19,5882.28,2024-03-28,15246ee8-9db9-4fc2-b75a-4ab739837f54
1224,Printer,Electronics,Lucas Li,North,19,1021.41,19406.79,2023-06-13,d9f69bc1-fb71-40c6-9958-df48425bfaba
1225,Monitor,Electronics,Kathryn Clark,East,14,1856.8,25995.2,2024-10-22,a2ba3e41-0e9b-4ec2-867a-4e5596823af3
1226,Mouse,Accessories,Lance Chavez,North,19,992.37,18855.03,2024-02-05,131f2196-f4e7-488c-b1c7-b659bc6a69eb
1227,Mouse,Accessories,Samantha Smith,West,3,327.07,981.21,2024-03-16,75428a3d-d932-487b-817d-16b83460b4be
1228,Tablet,Electronics,Jeffrey Bailey,East,15,1058.05,15870.75,2025-03-20,74345e47-bedb-4dee-b415-8e419c432c7f
1229,Tablet,Electronics,Jack Perry,North,8,971.28,7770.24,2024-10-13,32f4308a-3396-453f-be4d-a6d55a110476
1230,Smartphone,Electronics,Anthony Stevens,East,20,152.91,3058.2,2024-12-11,31e9cf43-502d-47fe-8277-63731a3a6984
1231,Mouse,Accessories,David Thornton,North,16,935.37,14965.92,2024-09-10,7730be86-c47e-4fc9-8327-e58242ddf44c
1232,Camera,Electronics,John Ball,East,14,738.18,10334.52,2023-08-20,fc687d61-2494-462b-a00e-54646271653e
1233,Keyboard,Accessories,Margaret Wilson,South,2,1405.35,2810.7,2025-04-26,ba79e6db-4b0c-40e8-8372-df907af3ae01
1234,Keyboard,Accessories,Seth Howell,East,2,1277.14,2554.28,2024-07-29,c6816db0-4878-4f11-9102-1607e8afb890
1235,Headphones,Accessories,John Ball,North,10,1627.35,16273.5,2024-07-30,653ec6a8-c5aa-456d-b9b9-1bc00fd25fe3
1236,Laptop,Electronics,Margaret Wilson,West,3,297.3,891.9,2024-03-12,3839eeb4-87d2-47c7-8518-a6e121f9b10f
1237,Smartphone,Electronics,Benjamin Heath,East,5,1250.81,6254.05,2023-10-19,72c9ec5e-0c2e-4753-82aa-4f05e7945bd1
1238,Keyboard,Accessories,Andrew King,North,4,1227.45,4909.8,2024-01-02,eb2b6c74-cb81-44ce-a865-9e2e2508c3d9
1239,Headphones,Accessories,Antonio Ellis,West,12,1625.29,19503.48,2023-05-12,50e99093-7035-490c-b535-7979fff8bfde
1240,Keyboard,Accessories,James Noble,South,16,402.58,6441.28,2025-04-14,f4aa71dc-95c4-4155-b27b-20ef981c3893
1241,Tablet,Electronics,Lance Chavez,East,3,1936.32,5808.96,2024-11-02,73566f81-725a-44ff-9e09-6fb8a3f290a8
1242,Headphones,Accessories,Lisa Bennett,West,13,514.0,6682.0,2023-12-24,de233996-8bde-479a-b525-6db1f6e7d43e
1243,Camera,Electronics,Seth Howell,South,7,1176.63,8236.41,2025-02-16,6eef1290-cc0c-4e68-837a-0efc415104cb
1244,Mouse,Accessories,Nathaniel Crosby,East,4,152.42,609.68,2024-04-30,e7cfb29a-94f6-4ebb-abcc-a0bd0fe8ebd1
1245,Camera,Electronics,Jason Barrera,West,10,978.72,9787.2,2024-03-10,6f2629b7-1483-49ed-b2fb-a82b9b7e7bd0
1246,Tablet,Electronics,Pamela Miranda,West,13,975.45,12680.85,2024-01-20,cb42acb8-703d-4291-b06b-66631ac77f73
1247,Headphones,Accessories,Ryan Hodge,West,1,613.14,613.14,2024-04-02,47f42593-1196-42c1-9539-7c986c315106
1248,Camera,Electronics,Jeremy Clements,East,17,1381.61,23487.37,2024-10-01,d0d993c2-2fef-45d1-bcb1-114295ecb5b8
1249,Laptop,Electronics,Angela Gutierrez,East,14,1240.45,17366.3,2024-10-24,cee3d76d-5d80-4ef7-8b75-1cff213b3181
1250,Keyboard,Accessories,Lisa Kirk,East,9,1614.52,14530.68,2024-08-29,da48e811-3cf6-4f65-9b94-876bcdedbfd8
1251,Keyboard,Accessories,Stephanie Munoz,West,15,1557.64,23364.6,2024-03-10,6a9c679b-5b6d-4504-b173-62015d99ecb7
1252,Monitor,Electronics,Seth Howell,South,17,707.94,12034.98,2024-07-09,5f745cb1-b6ab-4d87-8c90-3e3a0b0de961
1253,Headphones,Accessories,Cindy Jordan,North,1,1671.79,1671.79,2023-12-25,48b999b0-8054-4976-9cfa-6c5fffed7871
1254,Laptop,Electronics,Tammy Klein,North,17,252.62,4294.54,2024-02-10,33483f1c-12cd-4787-bca0-112dbaf60989
1255,Camera,Electronics,Adrian Allen,South,10,541.2,5412.0,2023-08-14,c536723a-008b-453e-8844-9285554f4905
1256,Laptop,Electronics,Tracy Hodge,North,2,1880.09,3760.18,2023-08-22,a48e3304-4828-4afe-b50b-433db78c2f81
1257,Monitor,Electronics,Lucas Li,North,4,218.45,873.8,2023-11-14,8c182836-3754-4173-84be-f0086f4d289d
1258,Headphones,Accessories,Jeremy Clements,South,4,1406.52,5626.08,2024-05-21,d281e93b-2c0a-48a4-94b9-ad0e0349ecc4
1259,Keyboard,Accessories,Margaret Wilson,West,3,1295.62,3886.86,2024-01-24,9024f449-de4d-4489-a37b-ebe0cb71dd55
1260,Keyboard,Accessories,Amber Nixon,West,11,551.81,6069.91,2025-01-27,2b277795-1842-4aa6-b8dc-c129baecf256
1261,Smartphone,Electronics,Benjamin Heath,North,13,807.75,10500.75,2024-01-14,5dad3e47-4e39-4fdd-aaad-e29377f12560
1262,Laptop,Electronics,Andrew King,East,6,909.12,5454.72,2024-09-24,2e46d1c7-94e4-48b5-8dc0-b8aa4f4e6a8e
1263,Camera,Electronics,Megan Hopkins,West,6,1308.69,7852.14,2024-05-04,82b9d23e-a116-4558-a82d-64c42b3ff192
1264,Smartphone,Electronics,Michael Morales,West,7,1247.23,8730.61,2024-12-18,7df4d9bf-cbd5-4776-85b5-62b7be6a67e5
1265,Smartphone,Electronics,Anna Robertson,East,4,117.98,471.92,2024-01-22,f22e8370-adba-4cac-a3fd-c76e3b888e0d
1266,Smartphone,Electronics,John Ball,East,15,86.59,1298.85,2023-08-09,97af81b2-3a53-4227-838e-362835cb29fb
1267,Camera,Electronics,Michael Morales,North,2,1345.98,2691.96,2023-11-08,81e1c6b2-2773-4062-97a2-73296bf56d5b
1268,Keyboard,Accessories,Michael Morales,East,13,1170.55,15217.15,2025-02-13,588d0a5a-31a8-45fc-832e-327b4a980823
1269,Tablet,Electronics,Kathryn Clark,West,16,900.31,14404.96,2023-05-25,944721ab-ac58-49d5-8c5d-23ef2e7f2d3c
1270,Smartphone,Electronics,David Thornton,South,1,799.63,799.63,2023-10-16,8d5a2075-1dff-44f9-acbf-72ded4d2f38e
1271,Camera,Electronics,Samantha Smith,East,11,1379.58,15175.38,2025-03-26,7fbfcc2b-b030-478d-aa64-fae41a22b174
1272,Printer,Electronics,Nathaniel Crosby,North,12,1092.52,13110.24,2024-09-10,9d0ba536-e42d-4531-bfd9-62eeecf11468
1273,Mouse,Accessories,Ryan Hill,West,10,1313.2,13132.0,2024-06-30,991e0519-754b-4a18-8be6-bd05bd3abdb7
1274,Headphones,Accessories,Jennifer Wilson,North,13,1338.43,17399.59,2024-07-25,aecdd96b-b2b3-48f9-98f1-f488763105b5
1275,Keyboard,Accessories,James Noble,West,4,1279.7,5118.8,2023-10-31,49096ed1-4bf6-4dff-b9a3-6ebc223df4c9
1276,Mouse,Accessories,Lisa Bennett,North,15,1483.88,22258.2,2023-08-02,544ca992-f5c1-4b20-8694-43ce935ccc60
1277,Headphones,Accessories,Lance Chavez,South,1,1453.49,1453.49,2023-05-03,fc11ba42-810b-444c-baae-121d33704d33
1278,Monitor,Electronics,Lisa Bennett,West,3,1595.84,4787.52,2023-06-02,21505eb1-6765-4c6e-8667-a9e1a32b8f6d
1279,Keyboard,Accessories,Lisa Bennett,West,1,122.23,122.23,2023-08-02,b4fb6107-9463-4a48-9d67-b9aa146462cd
1280,Laptop,Electronics,Lisa Kirk,North,13,280.46,3645.98,2023-12-02,2f360ebb-e461-4d6a-a0cf-5271fab0a0fe
1281,Tablet,Electronics,Robert Johnson,South,19,504.32,9582.08,2024-09-20,12470bdb-0c18-4339-bb4f-d7740cd8676c
1282,Smartphone,Electronics,Lance Chavez,South,16,1324.97,21199.52,2025-01-05,efc8c2ed-420d-4228-b935-29ad7a3c46af
1283,Camera,Electronics,Jack Perry,North,8,1417.53,11340.24,2025-03-20,c6f5469f-01f9-4e9a-8533-bbe1eb189656
1284,Headphones,Accessories,John Montoya,South,2,1814.09,3628.18,2023-08-24,86bfefe6-9429-4b10-8e5d-7b6be08eed67
1285,Smartphone,Electronics,Robert Johnson,South,19,174.72,3319.68,2023-08-06,64a8e52f-68d9-40db-a4d4-b87c8f76a916
1286,Smartphone,Electronics,Samantha Smith,West,20,1608.39,32167.8,2024-01-19,552ad27d-9f28-4f4c-b539-c66c16ba7ce7
1287,Monitor,Electronics,Kevin Farley,South,14,707.82,9909.48,2023-07-09,cae8bf37-2b18-4ba6-82ac-f8e46f9c8de4
1288,Printer,Electronics,Cindy Jordan,North,19,1114.48,21175.12,2024-12-29,31ddbbe0-9392-4726-bfea-d5809a715221
1289,Mouse,Accessories,Mary Coleman,North,19,388.22,7376.18,2023-11-11,4f920818-6f08-47dd-b04b-ca64686f6e27
1290,Smartphone,Electronics,Samantha Smith,East,5,1527.22,7636.1,2023-06-08,c3a0952c-116e-417f-910f-0f58fa2ccf1b
1291,Headphones,Accessories,James Noble,East,18,371.76,6691.68,2025-01-28,94f8dc52-c76d-4c81-9b69-9b44b534536c
1292,Monitor,Electronics,John Lamb,North,5,244.94,1224.7,2024-01-17,669f24e9-9f9b-4d91-8290-8016048a4c21
1293,Printer,Electronics,Amber Nixon,South,1,1765.27,1765.27,2023-10-12,bdf15be4-9280-472a-9f4b-d8d3fd512635
1294,Smartphone,Electronics,John Montoya,North,6,1855.97,11135.82,2024-06-12,43abb7d9-4c27-4429-8991-ec68bfbe7f09
1295,Keyboard,Accessories,Tammy Klein,West,5,452.01,2260.05,2023-09-13,83cc73a9-2258-4010-a77b-d4aa5c9175ab
1296,Keyboard,Accessories,Ryan Hodge,West,14,516.54,7231.56,2023-12-17,fc4558b7-bc34-4ba4-9dbe-044fac9b4147
1297,Headphones,Accessories,Jack Perry,North,20,401.0,8020.0,2024-06-29,1bbe7bf3-6b98-461e-9ab0-a4a240327c78
1298,Camera,Electronics,Jack Perry,North,10,728.31,7283.1,2023-05-18,4e5c7215-d25f-468d-84a1-4eb5d75e1faf
1299,Laptop,Electronics,Jennifer Wilson,South,7,279.14,1953.98,2024-04-01,27d41f17-4385-4046-b1c7-1307e06d701e
1300,Tablet,Electronics,Angela Gutierrez,East,18,1039.7,18714.6,2024-03-05,590ab0c5-96be-46f5-aa1d-f493a801267c
1301,Camera,Electronics,Amber Nixon,South,9,153.48,1381.32,2024-04-09,8d562914-70c9-4f08-8568-e9a2691cd671
1302,Smartphone,Electronics,Michael Morales,West,16,393.83,6301.28,2025-04-15,4fa4f0d2-cf3a-436d-9619-c7b4cb266926
1303,Laptop,Electronics,Nathaniel Crosby,East,10,458.7,4587.0,2023-10-11,6768efb7-d89a-44b0-ae3e-b4db98c1a3dd
1304,Keyboard,Accessories,Lisa Kirk,West,2,253.62,507.24,2024-03-18,2b6ccfb9-1f61-404c-84fa-d0fdba2e5090
1305,Laptop,Electronics,David Thornton,South,6,1581.71,9490.26,2025-02-02,67a44ba7-d9d7-453f-8db9-d488adac7361
1306,Camera,Electronics,Taylor Hill,North,3,1795.4,5386.2,2024-05-03,b750119d-ab33-412b-8c8c-1d3ff1b811cb
1307,Camera,Electronics,John Lamb,East,14,437.57,6125.98,2023-11-09,f9ce0781-6bf6-4284-a704-d74e49bf02dd
1308,Mouse,Accessories,Pamela Miranda,North,11,494.18,5435.98,2025-02-09,823915d3-0554-4102-92b5-10d09cc4c3c4
1309,Monitor,Electronics,Ashley Thomas,West,7,782.29,5476.03,2023-06-25,f24da8f0-0d5b-4ee9-892e-6f02dce963c4
1310,Monitor,Electronics,Kevin Farley,West,19,994.6,18897.4,2024-07-18,ea7d9277-9822-4ac3-ab70-bce105222e76
1311,Printer,Electronics,Michael Morales,South,20,937.23,18744.6,2025-02-17,c9466274-325a-452e-976c-f026e716bd3d
1312,Printer,Electronics,Anna White MD,South,15,1453.65,21804.75,2024-11-15,41bfddbe-7903-4cec-b629-d0c689f2333f
1313,Mouse,Accessories,Benjamin Heath,South,11,298.06,3278.66,2023-06-23,7909d0e3-e4eb-4b57-8616-a51259c30f26
1314,Laptop,Electronics,Benjamin Heath,South,4,1710.72,6842.88,2025-04-09,4e6429fc-5a0d-402a-8cff-4c0f64b7ce11
1315,Camera,Electronics,Tammy Klein,South,11,478.71,5265.81,2023-09-13,c4f1bc66-3daf-46e1-8900-6bca565c0772
1316,Keyboard,Accessories,Lucas Li,South,20,1815.88,36317.6,2024-03-21,ad3b802c-d0f7-479a-9d27-6aa50d7354d2
1317,Tablet,Electronics,Pamela Miranda,North,14,1721.1,24095.4,2023-07-14,e2ed039a-9911-4fbb-9d77-ce366458cf28
1318,Camera,Electronics,Mary Coleman,West,15,594.38,8915.7,2023-10-17,b3821d29-6ff5-4980-bb9b-8e5cbb5b6c89
1319,Printer,Electronics,Ashley Thomas,South,8,688.23,5505.84,2024-04-26,74b1ea46-9fd6-45ae-8b04-e7fea348e074
1320,Monitor,Electronics,John Lamb,South,19,1801.59,34230.21,2024-12-10,628b79ea-e277-4108-9b90-f73a321b0db1
1321,Printer,Electronics,Lance Chavez,North,16,1480.28,23684.48,2024-08-16,ba241554-1163-44fc-bd6b-c5fe37851607
1322,Tablet,Electronics,Lance Chavez,West,17,818.92,13921.64,2024-01-29,a104be14-318e-48bf-a96e-9a119cb23001
1323,Smartphone,Electronics,Anna Robertson,West,8,212.03,1696.24,2024-06-27,1b369508-a684-4951-96a8-3d747d44c829
1324,Laptop,Electronics,James Noble,West,7,308.79,2161.53,2023-12-05,970eb14e-94b1-40b7-81b3-f3b894789c2d
1325,Keyboard,Accessories,Marc Downs,North,1,985.58,985.58,2025-01-17,4e7403bb-49dc-4719-85d9-610f9e2fc455
1326,Keyboard,Accessories,Jerry Martin,West,19,1507.21,28636.99,2024-12-20,92049f70-ad8a-4b79-9720-a8996367b921
1327,Laptop,Electronics,Robert Johnson,West,5,1754.69,8773.45,2025-01-08,ca9b9a68-5eaf-4660-bca4-637f02b2e68f
1328,Printer,Electronics,Mrs. Heather Kim DVM,East,15,1422.61,21339.15,2023-10-01,7490787d-6704-4373-8ac5-c977feb883dc
1329,Laptop,Electronics,Dr. Tracy Ritter,North,13,1792.2,23298.6,2024-06-03,730a76f7-a0bb-433f-bc90-737620c9ae9a
1330,Mouse,Accessories,Ryan Hodge,North,10,880.51,8805.1,2024-08-27,1e641585-cd50-4ef7-894f-e795955a908b
1331,Keyboard,Accessories,James Noble,South,3,1259.89,3779.67,2024-04-02,31b95a58-abb0-4eb5-b6c1-5566c362066b
1332,Mouse,Accessories,Ashley Thomas,North,17,1893.38,32187.46,2023-06-15,6adf7e76-603d-4c6a-80af-83349e4ff53b
1333,Mouse,Accessories,Nathaniel Crosby,North,13,762.9,9917.7,2024-12-28,07a9cf71-cf42-447e-b1ed-47e09b9f0894
1334,Laptop,Electronics,Anna White MD,East,6,1313.94,7883.64,2024-12-09,00827e28-8784-473b-a887-95892e9f8b94
1335,Smartphone,Electronics,Jennifer Wilson,South,5,1963.44,9817.2,2023-08-12,bc391a30-2798-4a2c-bb3b-956cb7800886
1336,Monitor,Electronics,David Thornton,North,16,1487.89,23806.24,2023-06-26,9fd8ee72-0428-4422-9d59-41241bce735e
1337,Monitor,Electronics,Jeffrey Bailey,South,11,737.79,8115.69,2024-06-15,fdebfb2d-d2da-4d42-b4b6-47f348742d80
1338,Keyboard,Accessories,Taylor Hill,West,9,156.2,1405.8,2024-01-29,9a8bffe8-6b29-451a-9faf-25587b294304
1339,Mouse,Accessories,Adrian Allen,West,16,1027.83,16445.28,2024-11-03,ce13df6c-4a50-4b5e-8ad2-c5fbc15fa04e
1340,Smartphone,Electronics,Jeffrey Davis,East,15,1260.85,18912.75,2023-07-14,a947d8ea-e868-45a4-a50e-b03f14ad0431
1341,Smartphone,Electronics,Megan Hopkins,West,3,206.33,618.99,2024-02-20,2299703c-d9ee-4773-b0d1-29eee4c6d44a
1342,Headphones,Accessories,Margaret Wilson,North,4,371.29,1485.16,2024-01-29,a3e21c92-5022-418f-b9e5-fae2073c3fe3
1343,Smartphone,Electronics,James Noble,South,16,343.47,5495.52,2024-06-14,6f68e7e7-033c-492c-87ce-d892d1ff5fe7
1344,Monitor,Electronics,Ryan Hodge,North,10,862.25,8622.5,2024-01-11,e8dc4aae-3012-4b3b-997d-026366f03e15
1345,Tablet,Electronics,Amanda Mueller,West,12,869.25,10431.0,2024-07-25,2928394d-b534-4f6a-a3d8-fc1117e2c9be
1346,Laptop,Electronics,Margaret Wilson,South,3,92.97,278.91,2023-07-09,aaf6015e-8fb7-4643-9639-b248541088ca
1347,Monitor,Electronics,Ryan Hodge,East,14,1178.47,16498.58,2024-09-01,b0c9d206-73cf-454c-87fd-6b1f4503066c
1348,Mouse,Accessories,Lisa Bennett,West,15,642.96,9644.4,2023-05-28,58db3e5b-93f9-4c8f-be5e-f11386ebc4f1
1349,Headphones,Accessories,Amanda Alvarez,South,9,492.22,4429.98,2023-09-15,2c301e4b-67bb-4539-8438-95645f6aab48
1350,Mouse,Accessories,Margaret Wilson,North,5,738.59,3692.95,2023-10-21,38b187bd-d6f9-4da2-a058-800657bb634c
1351,Camera,Electronics,Jerry Martin,South,18,606.23,10912.14,2024-09-09,0b75495f-d1a7-42d7-bbd5-1a6e8d0499c4
1352,Headphones,Accessories,Kathryn Clark,South,6,513.92,3083.52,2024-10-17,05ebc96e-a449-4abe-805c-7015abeb8d8e
1353,Laptop,Electronics,Cindy Jordan,South,15,557.79,8366.85,2024-06-03,9247c87c-0b67-46d3-9594-73dc50a9eddd
1354,Headphones,Accessories,Mary Coleman,North,11,1957.14,21528.54,2024-11-25,0734a3d0-64c2-4b55-9144-7b5b0fdbdf06
1355,Headphones,Accessories,Anna White MD,West,18,1952.16,35138.88,2024-03-11,70ee8f03-19b5-4348-80a5-ff490853190f
1356,Tablet,Electronics,Amanda Alvarez,North,1,838.9,838.9,2023-09-15,7f58e0c8-5f07-426b-a239-c5c4e8d17ae4
1357,Camera,Electronics,Amber Nixon,South,15,1859.23,27888.45,2024-06-09,85c44e77-90b2-44fd-9346-b95d165ad86a
1358,Headphones,Accessories,John Montoya,East,10,974.13,9741.3,2024-10-06,31d1a807-feaf-45be-9c84-cc47dae7eaab
1359,Keyboard,Accessories,Jeffrey Bailey,South,19,1470.66,27942.54,2024-05-08,42c0f40a-97aa-4f6b-b8fe-dbe188a9a77b
1360,Camera,Electronics,Lisa Kirk,North,16,1805.34,28885.44,2024-07-31,e2960a71-e7d7-4c65-bd78-7aa084e06378
1361,Headphones,Accessories,Anthony Stevens,North,10,98.35,983.5,2024-06-15,9fb09390-f56a-4472-9537-391141b35fda
1362,Monitor,Electronics,Anna Robertson,East,3,686.41,2059.23,2023-08-02,f69e3b42-4c34-473f-a204-15a3d3ffbc2e
1363,Monitor,Electronics,John Lamb,South,9,431.65,3884.85,2024-12-06,35c9683e-25a2-4398-bff8-71986b5320c0
1364,Smartphone,Electronics,David Thornton,West,3,1952.89,5858.67,2023-05-01,9613f20b-8f5a-4fc3-be7b-2ddb82594620
1365,Printer,Electronics,Megan Hopkins,West,11,1226.19,13488.09,2025-04-25,425ee037-d838-42d3-aed5-8e68e1b213f0
